Name,Address,Latitude,Longitude,Venituri,Density,Trafic
La doi paşi Comedin,"Strada Eroului Nr.119, Chiajna",44.4588396,25.9716084,2400,7.515133333333334,0.0511513333333333
TEO 94 KOMF EXIM,"Strada Buclei 19, București",44.47645199999999,26.0192281,2400,7.515133333333334,0.0511513333333333
City Mart,"Calea Giulești 232, București",44.4675701,26.0318281,2400,7.515133333333334,0.0511513333333333
Magazin alimentar Engel,"Strada Neamului 27, București",44.4826918,26.0254293,2400,7.515133333333334,0.0511513333333333
un magazin,"Strada Fanionului 1, București",44.48339130000001,26.0286436,2400,7.515133333333334,0.0511513333333333
Market,"Strada 16 Februarie 29, București",44.4892091,26.0211016,2400,7.515133333333334,0.0511513333333333
MOL,"Tarlaua 36, Parcela 171/2, 171/3, Chitila",44.4688168,25.9555829,2400,7.515133333333334,0.0511513333333333
froo Dragomiresti-Deal,"Strada Republicii 27, Dragomirești-Deal",44.4558081,25.9537455,2400,7.515133333333334,0.0511513333333333
MOL,"Șoseaua Chitilei 242 C, București",44.49505130000001,26.0029415,2400,7.515133333333334,0.0511513333333333
Ana Minimarket,"Strada Mircești 31, București",44.470775,26.0469846,2400,7.515133333333334,0.0511513333333333
MOL,"Calea Giulești 39, București",44.45483399999999,26.0562585,3500,5.668220588235294,0.0216822058823529
Froo,"Calea Crângași 25, București",44.4533148,26.0515739,2400,7.515133333333334,0.0511513333333333
Ian Luca Shop,"Bloc 26, Strada Ceahlăul nr 6, București",44.45410469999999,26.0519401,2400,7.515133333333334,0.0511513333333333
Andras Impex Srl,"Strada Jiului Nr. 3, București",44.4837092,26.041653,2400,7.515133333333334,0.0511513333333333
MOL,"Strada Chișcani 1, București",44.4562248,26.06335869999999,3500,5.668220588235294,0.0216822058823529
MOL,"Strada Nicolae G. Caramfil 76-80, București",44.48691989999999,26.0925793,3500,5.668220588235294,0.0216822058823529
For Family Baneasa,"Bulevardul Ion Ionescu de la Brad, București",44.49970219999999,26.0674936,3500,5.668220588235294,0.0216822058823529
1 Minute Floreasca Park,"Șoseaua Pipera nr 43, București",44.481535,26.104437,3500,5.668220588235294,0.0216822058823529
MAGAZIN ALIMENTAR,"Strada Rucăr 8, București",44.4680943,26.0537425,3500,5.668220588235294,0.0216822058823529
Magazin alimentar,"Strada Florilor 16, București",44.4694246,26.0540155,3500,5.668220588235294,0.0216822058823529
Aprozar,"Blocul Roşu, Calea Griviței 192, București",44.45512009999999,26.0628352,3500,5.668220588235294,0.0216822058823529
Minimarket,"Strada Cristian Pascal 8, București",44.4491753,26.0555877,2400,7.515133333333334,0.0511513333333333
