Name,Address,Latitude,Longitude,Income,Density
Tropical Sun,"390 Main Street, East Orange",40.7626149,-74.2126258,"$72,727 ",1900.704347826087
Food Depot,"75 1st Street B, Newark",40.7479089,-74.1871073,"$72,727 ",1900.704347826087
Lee's Market & Kitchen,"545 Valley Road, West Orange",40.7696032,-74.2460134,"$72,727 ",1900.704347826087
Extra Supermarket,"719 Irvington Avenue, Maplewood",40.7319113,-74.24423159999999,"$72,727 ",1900.704347826087
Ashley Supermarke,"195 1st Street A, Newark",40.7524003,-74.1843837,"$72,727 ",1900.704347826087
1 Stop Supermarket,"50 Main Street, City of Orange",40.76839,-74.2219784,"$72,727 ",1900.704347826087
Ultimate Supermarket,"202 Brookdale Avenue, Newark",40.7432398,-74.2283011,"$72,727 ",1900.704347826087
Food Fair Fresh Market,"323 Mount Prospect Avenue, Newark",40.7626862,-74.17167719999999,"$72,727 ",1900.704347826087
JM grocery store & Deli,"95 South 13th Street, Newark",40.7519384,-74.19809,"$72,727 ",1900.704347826087
8 Brothers Supermarket,"525 Central Avenue, Newark",40.7489222,-74.1956017,"$72,727 ",1900.704347826087
Rodriguez Supermarket,"39 North 5th Street, Newark",40.74911669999999,-74.19137549999999,"$72,727 ",1900.704347826087
San Miguel Supermarket Inc,"180 12th Avenue, Newark",40.74393689999999,-74.1960345,"$72,727 ",1900.704347826087
Kas Supermarket,"4th Street, Newark",40.7472316,-74.1916816,"$72,727 ",1900.704347826087
24 Supermarket,"444 Central Avenue, Newark",40.7473044,-74.1914719,"$72,727 ",1900.704347826087
El Rincon Super Market,"494 Orange Street, Newark",40.7533683,-74.1912875,"$72,727 ",1900.704347826087
Afor African Market - Newark NJ,"350 West Market Street, Newark",40.7458663,-74.1911049,"$72,727 ",1900.704347826087
B&P Grocery,"2 North 19th Street, East Orange",40.7584089,-74.2004846,"$72,727 ",1900.704347826087
New City Supermarket,"384 South Orange Avenue, Newark",40.74042070000001,-74.20188499999999,"$72,727 ",1900.704347826087
Stop One Grocery Supermarket,"361 South Orange Avenue, Newark",40.7403076,-74.20037959999999,"$72,727 ",1900.704347826087
Azcona Supermarket,"59 North 9th Street, Newark",40.7577243,-74.19149639999999,"$72,727 ",1900.704347826087
Estrella Super Market,"299 South Orange Avenue, Newark",40.7395505,-74.19688959999999,"$72,727 ",1900.704347826087
Adelin Grocery Supermarket,"47 Maybaum Avenue, Newark",40.74687610000001,-74.2144342,"$72,727 ",1900.704347826087
City Deli Supermarket,"234 6th Avenue West, Newark",40.7563931,-74.1874083,"$72,727 ",1900.704347826087
Skyline Market,"195 1st Street A, Newark",40.7524542,-74.1844397,"$72,727 ",1900.704347826087
Torres Supermarket Llc.,"168 North Grove Street, East Orange",40.7621689,-74.20309879999999,"$72,727 ",1900.704347826087
Super Foodtown of North Arlington,"1 Schuyler Avenue, North Arlington",40.7783964,-74.13087329999999,"$84,978 ",3965.46255506608
Brothers Supermarket & Liquor,"311 Harrison Avenue, Harrison",40.7461478,-74.157591,"$72,727 ",1900.704347826087
La Economic Mini Market,"213 Frank E Rodgers Boulevard North, Harrison",40.7485045,-74.156575,"$72,727 ",1900.704347826087
Harrison Supermarket,"414 Frank E Rodgers Boulevard North, Harrison",40.7498159,-74.1572231,"$72,727 ",1900.704347826087
Anthony Supermarket,"288 Kearny Avenue, Kearny",40.7609,-74.15030000000002,"$72,727 ",1900.704347826087
Target Grocery,"200 Passaic Avenue, Kearny",40.76012329999999,-74.158718,"$72,727 ",1900.704347826087
Farmers Market Passaic Ave,"232 Passaic Avenue, Kearny",40.7614084,-74.1576611,"$72,727 ",1900.704347826087
Victoria's Super Market,"108 Broad Street, Newark",40.7587895,-74.1680956,"$72,727 ",1900.704347826087
torres minimarket,"51 Oriental Street, Newark",40.7603544,-74.16706909999999,"$72,727 ",1900.704347826087
La Plaza Supermarket,"78 Doctor Martin Luther King Junior Boulevard, Newark",40.7522338,-74.1724608,"$72,727 ",1900.704347826087
La Esperanza Supermarket,"82 Bloomfield Avenue, Newark",40.75618589999999,-74.1735106,"$72,727 ",1900.704347826087
Mt Prospect Grocery,"321 Mount Prospect Avenue, Newark",40.76236979999999,-74.1720654,"$72,727 ",1900.704347826087
J M Supermarket,"146 Bloomfield Avenue, Newark",40.7582786,-74.1753482,"$72,727 ",1900.704347826087
Royal Supermarket,"576 Broadway, Newark",40.77011829999999,-74.16300679999999,"$72,727 ",1900.704347826087
Alexandra Food Center,"441 Mount Prospect Avenue, Newark",40.7669457,-74.1695317,"$72,727 ",1900.704347826087
Twin City Supermarket - Newark NJ,"611 Broadway, Newark",40.7711434,-74.16170699999999,"$72,727 ",1900.704347826087
Ameuri Supermarket,"173 Sussex Avenue, Newark",40.7477756,-74.182689,"$72,727 ",1900.704347826087
Meat Supermarket,"173 Sussex Avenue, Newark",40.747725,-74.1827294,"$72,727 ",1900.704347826087
Summer ML Deli&Market,"674 Summer Avenue, Newark",40.7750472,-74.1636082,"$72,727 ",1900.704347826087
Caballo Blanco Supermarket,"660 Mount Prospect Avenue Suite A, Newark",40.77467679999999,-74.1666001,"$72,727 ",1900.704347826087
El Caribe Supermarket,"686-696 Mount Prospect Avenue, Newark",40.7758498,-74.16584879999999,"$72,727 ",1900.704347826087
Park Ave Super Deli & Grocery,"256 Park Avenue, Newark",40.7587381,-74.18635809999999,"$72,727 ",1900.704347826087
FOOD BAZAAR,"1425 John F. Kennedy Boulevard, North Bergen",40.7645326,-74.0441495,"$84,978 ",3965.46255506608
D-Mart Supermarket,"3000 John F. Kennedy Boulevard, Jersey City",40.7354996,-74.0628847,"$57,565 ",2686.2555066079294
bp,"3530 John F. Kennedy Boulevard, Jersey City",40.7524059,-74.05218649999999,"$84,978 ",3965.46255506608
Jaritza Supermarket,"1085 Summit Avenue A, Jersey City",40.7518488,-74.0485177,"$84,978 ",3965.46255506608
Newark Super Market,"515 Newark Avenue, Jersey City",40.7300747,-74.0555822,"$57,565 ",2686.2555066079294
Gabriel’s Market,"508 Central Avenue, Jersey City",40.751899,-74.0450978,"$84,978 ",3965.46255506608
Fine Fare Supermarkets,"601 4th Street, Union City",40.7551067,-74.0424081,"$84,978 ",3965.46255506608
Xtra Super Farm inc,"783 Kearny Avenue, Kearny",40.7790109,-74.14116299999999,"$84,978 ",3965.46255506608
Whole Foods Market,"250 7th Avenue, New York",40.7449592,-73.99529129999999,"$84,978 ",3965.46255506608
The Food Emporium,"452 West 43rd Street, New York",40.7598426,-73.994374,"$117,596 ",6288.325991189427
Kings Food Markets,"1212 Shipyard Ln, Hoboken",40.7517868,-74.0251464,"$84,978 ",3965.46255506608
Brooklyn Fare,"431 West 37th Street, New York",40.75612259999999,-73.9964617,"$117,596 ",6288.325991189427
Boxed Market (Formerly MaxDelivery),"318 West 39th Street, New York",40.75562479999999,-73.9924147,"$117,596 ",6288.325991189427
ShopRite of Hoboken,"900 Madison Street, Hoboken",40.7495489,-74.0364407,"$84,978 ",3965.46255506608
ACME Markets,"614 Clinton Street, Hoboken",40.74533999999999,-74.03388660000002,"$84,978 ",3965.46255506608
Tropical Supermarket,"1208 New York Avenue, Union City",40.759721,-74.03563799999999,"$84,978 ",3965.46255506608
Trader Joe's,"1350 Willow Avenue, Hoboken",40.7536747,-74.02994919999999,"$84,978 ",3965.46255506608
bp,"2501 Tonnelle Avenue, North Bergen",40.7726262,-74.0425242,"$84,978 ",3965.46255506608
ALDI,"2819 John F. Kennedy Boulevard, North Bergen",40.7734549,-74.0369027,"$84,978 ",3965.46255506608
City Fresh Market,"518 32nd Street, Union City",40.7727587,-74.02956809999999,"$84,978 ",3965.46255506608
ShopRite of Columbia Park,"3147 John F. Kennedy Boulevard, North Bergen",40.7766117,-74.0350644,"$84,978 ",3965.46255506608
Los Hermanos Supermarket,"2606 Bergenline Avenue, Union City",40.76904589999999,-74.0314149,"$84,978 ",3965.46255506608
Hudson Market,"303 10th Avenue, New York",40.7507129,-74.00228919999999,"$84,978 ",3965.46255506608
Gristedes,"225 9TH AVE, West 24th Street, New York",40.7470808,-74.0011597,"$84,978 ",3965.46255506608
Ideal Marketplace,"317 9th Avenue, New York",40.7500302,-73.99897399999999,"$84,978 ",3965.46255506608
La Placita Supermarket,"152 48th Street, Union City",40.7800093,-74.01767269999999,"$113,828 ",9210.748898678414
Sunac Natural Market | Midtown west Deli | Supermarket,"600 West 42nd Street, New York",40.7607137,-73.9987215,"$117,596 ",6288.325991189427
Super Supermarket,"5208 Palisade Avenue, West New York",40.7833817,-74.01749029999999,"$113,828 ",9210.748898678414
Dainobu,"498 6th Avenue, New York",40.7363306,-73.9973528,"$84,978 ",3965.46255506608
Gristedes,"3 Sheridan Square, New York",40.7330766,-74.0024442,"$84,978 ",3965.46255506608
Fiesta Supermarket,"5500 Bergenline Avenue, West New York",40.785531,-74.01851400000001,"$113,828 ",9210.748898678414
Fairway Market of Chelsea,"766 6th Avenue, New York",40.7445028,-73.99142499999999,"$84,978 ",3965.46255506608
Gristedes,"225 8th Avenue, New York",40.74445300000001,-73.99954199999999,"$84,978 ",3965.46255506608
La Roca Supermarket,"4416 Bergenline Avenue, Union City",40.779069,-74.02363299999999,"$113,828 ",9210.748898678414
bp,"1400 Park Avenue, Hoboken",40.753987,-74.02898499999999,"$84,978 ",3965.46255506608
Bergenline Marketplace,"1911-13 Bergenline Avenue, Union City",40.7645943,-74.0346789,"$84,978 ",3965.46255506608
Fine Fare Supermarkets,"426 33rd Street, Union City",40.7726674,-74.0283316,"$84,978 ",3965.46255506608
Whole Foods Market,"10 Columbus Circle Ste Sc101, New York",40.7685526,-73.9831866,"$113,828 ",9210.748898678414
Trader Joe's,"2073 Broadway, New York",40.77856389999999,-73.98231419999999,"$113,828 ",9210.748898678414
The Food Emporium & Amish Kitchen,"810 8th Avenue, New York",40.7617385,-73.98619040000001,"$117,596 ",6288.325991189427
Whole Foods Market,"226 East 57th Street, New York",40.7595913,-73.9663198,"$117,596 ",6288.325991189427
Fairway Market of 74th Street,"2131 Broadway, New York",40.78076530000001,-73.9816666,"$113,828 ",9210.748898678414
Westerly Natural Market,"911 8th Avenue, New York",40.7650276,-73.98444049999999,"$117,596 ",6288.325991189427
Sunrise Mart 日系スーパー,"12 East 41st Street, New York",40.752353,-73.9807056,"$117,596 ",6288.325991189427
Morton Williams Supermarkets,"908 2nd Avenue, New York",40.7537722,-73.9690028,"$117,596 ",6288.325991189427
MORTON WILLIAMS SUPERMARKETS,"140 West 57th Street, New York",40.7647437,-73.97891659999999,"$117,596 ",6288.325991189427
Dainobu,"129 East 47th Street, New York",40.754571,-73.973164,"$117,596 ",6288.325991189427
Foodcellar Market,"4-85 47th Road, Long Island City",40.7455501,-73.9563318,"$117,596 ",6288.325991189427
Amish Market,"731 9th Avenue, New York",40.7633251,-73.9894255,"$117,596 ",6288.325991189427
Grace's Marketplace,"1299 2nd Avenue, New York",40.7663579,-73.960295,"$130,527 ",9688.105726872249
Pioneer Supermarket,"289 Columbus Avenue, New York",40.7784503,-73.97783,"$113,828 ",9210.748898678414
Dainobu,"36 West 56th Street, New York",40.7629326,-73.9763289,"$117,596 ",6288.325991189427
Ernest Klein & Co's Gourmet Food,"1366 6th Avenue, New York",40.76320349999999,-73.97774369999999,"$117,596 ",6288.325991189427
D'Agostino Supermarkets Inc,"528 3rd Avenue, New York",40.7466233,-73.9777376,"$117,596 ",6288.325991189427
FOOD BAZAAR,"57-01 Broadway, West New York",40.7852082,-74.0130278,"$113,828 ",9210.748898678414
D'Agostino at 53rd Street,"966 1st Avenue, New York",40.7558262,-73.9643589,"$117,596 ",6288.325991189427
Gristedes,"907 8th Avenue, New York",40.7647713,-73.9845185,"$117,596 ",6288.325991189427
D'Agostino at 80th & York,"1507 York Avenue, New York",40.7720175,-73.9502899,"$130,527 ",9688.105726872249
Gristedes,"25 Waterside Plaza, New York",40.7375525,-73.9737789,"$117,596 ",6288.325991189427
D'agostino Supermarkets Inc,"341 3rd Avenue, New York",40.74025909999999,-73.9818792,"$117,596 ",6288.325991189427
H Mart,"38 West 32nd Street 2nd floor, New York",40.74778149999999,-73.9874038,"$117,596 ",6288.325991189427
jacks. - W 40th St,"223 West 40th Street, New York",40.7553548,-73.98904019999999,"$117,596 ",6288.325991189427
Fairway Market of 86th Street,"240 East 86th Street, New York",40.7780058,-73.9527497,"$130,527 ",9688.105726872249
Key Food Supermarket,"42-15 30th Avenue, Astoria",40.7629444,-73.9126028,"$73,539 ",1758.095676172953
bp,"36-42 21st Street, Long Island City",40.759004,-73.9379888,"$73,539 ",1758.095676172953
Rio Market Inc,"32-15 36th Avenue, Astoria",40.75606729999999,-73.928225,"$73,539 ",1758.095676172953
Titan Foods,"2556 31st Street, Astoria",40.769288,-73.91928039999999,"$73,539 ",1758.095676172953
Patel Brothers,"37-27 74th Street, Jackson Heights",40.74807699999999,-73.89153999999999,"$65,860 ",1578.4360625574975
Trade Fair Supermarket,"22-20 36th Avenue, Long Island City",40.7590992,-73.93558139999999,"$73,539 ",1758.095676172953
Cherry Valley Marketplace,"1968 2nd Avenue, New York",40.7874647,-73.9443082,"$41,341 ",5308.854625550661
City Fresh Market,"2115 Broadway, Astoria",40.76546,-73.930357,"$73,539 ",1758.095676172953
Gristedes,"1644 York Avenue, New York",40.7762619,-73.94649849999999,"$130,527 ",9688.105726872249
Trade Fair,"30-08 30th Avenue, Astoria",40.7668959,-73.9220436,"$73,539 ",1758.095676172953
Euro Market,"30-42 31st Street, Astoria",40.76593099999999,-73.922534,"$73,539 ",1758.095676172953
Apna Bazaar Cash & Carry,"7220 37th Road, Jackson Heights",40.7486346,-73.8930779,"$65,860 ",1578.4360625574975
Carniceria La Risaralda,"91-04 37th Avenue, Jackson Heights",40.7505026,-73.8757961,"$65,860 ",1578.4360625574975
Bravo Supermarkets,"90-30 Roosevelt Avenue, Jackson Heights",40.7483173,-73.875551,"$63,453 ",1587.8380864765409
CTown Supermarkets,"85-08 37th Avenue, Jackson Heights",40.7499232,-73.8811569,"$65,860 ",1578.4360625574975
Mina Bazaar Supermarket,"7110 35th Avenue, Jackson Heights",40.75059630000001,-73.8944916,"$65,860 ",1578.4360625574975
Nadine Food Corporation,"99-10 Astoria Boulevard, Flushing",40.7617846,-73.8702094,"$65,860 ",1578.4360625574975
Food Dynasty Supermarkets,"6209 Roosevelt Avenue, Woodside",40.74589270000001,-73.90178949999999,"$80,708 ",1041.398344066237
Bravo Supermarkets,"39-07 65th Place, Woodside",40.74574179999999,-73.8988663,"$65,860 ",1578.4360625574975
Food Dynasty,"75-07 37th Avenue, Jackson Heights",40.7493188,-73.89048319999999,"$65,860 ",1578.4360625574975
Key Food Supermarkets,"86-02 Northern Boulevard, Jackson Heights",40.7558564,-73.8812971,"$65,860 ",1578.4360625574975
Green Tara Supermarket,"45-62 48th Street, Woodside",40.7411689,-73.91737959999999,"$80,708 ",1041.398344066237
FOOD BAZAAR,"42-02 Northern Boulevard, Long Island City",40.75212489999999,-73.921528,"$80,708 ",1041.398344066237
Fine Fare Supermarkets,"4125 102nd Street, Flushing",40.7479296,-73.8631422,"$63,453 ",1587.8380864765409
Trade Fair,"89-02 37th Avenue, Jackson Heights",40.75029499999999,-73.87759,"$65,860 ",1578.4360625574975
Met Fresh & Organic,"3414 Steinway Street, Astoria",40.7563544,-73.921392,"$73,539 ",1758.095676172953
bp,"40-08 30th Avenue, Astoria",40.763531,-73.914562,"$73,539 ",1758.095676172953
FOOD BAZAAR,"34-20 Junction Boulevard, Jackson Heights",40.75415259999999,-73.8726421,"$65,860 ",1578.4360625574975
Trade Fair Supermarket,"79-14 21st Avenue, East Elmhurst",40.77054,-73.8903335,"$65,860 ",1578.4360625574975
Key Food Urban Marketplace,"32-21 Newtown Avenue, Astoria",40.76661299999999,-73.9198074,"$73,539 ",1758.095676172953
Key Food Supermarkets,"30-13 36th Avenue, Astoria",40.7567969,-73.9298985,"$73,539 ",1758.095676172953
bp,"30-02 Astoria Boulevard, Astoria",40.7701151,-73.91895699999999,"$73,539 ",1758.095676172953
CTown Supermarkets,"108-79 Roosevelt Avenue, Corona",40.75170449999999,-73.8562128,"$63,453 ",1587.8380864765409
Cherry Valley Marketplace,"94-53 Corona Avenue, Elmhurst",40.7424838,-73.8681798,"$63,453 ",1587.8380864765409
Pioneer Supermarkets,"10209 Northern Boulevard, Corona",40.7577298,-73.86616409999999,"$65,860 ",1578.4360625574975
Bravo Supermarkets,"24-18 34th Avenue, Long Island City",40.7611912,-73.9310974,"$73,539 ",1758.095676172953
bp,"49 01 Van Dam Street, Long Island City",40.739412,-73.93437329999999,"$80,708 ",1041.398344066237
City Fresh Market,"39-07 103rd Street, Corona",40.75046090000001,-73.8628713,"$63,453 ",1587.8380864765409
Sea Town Fish & Farmers Market,"103-25 Roosevelt Avenue, Corona",40.7501109,-73.8620528,"$63,453 ",1587.8380864765409
Ideal Food Basket,"99-30 Corona Avenue #65, Corona",40.7438254,-73.86221359999999,"$63,453 ",1587.8380864765409
bp,"107-10 Astoria Boulevard, East Elmhurst",40.7604098,-73.8620086,"$65,860 ",1578.4360625574975
CIBO Express Gourmet Market,"LaGuardia Airport, Terminal C, East Elmhurst",40.77086449999999,-73.8649734,"$65,860 ",1578.4360625574975
Phil-Am Food Mart,"4003 70th Street, Woodside",40.74628329999999,-73.895275,"$65,860 ",1578.4360625574975
Hanyang Mart,"150-51 Northern Boulevard, Flushing",40.765274,-73.81334690000001,"$60,896 ",2275.5657773689054
SkyFoods Supermarket,"40-24 College Point Boulevard, Flushing",40.757229,-73.8356575,"$60,896 ",2275.5657773689054
Jmart,"136-20 Roosevelt Avenue, Flushing",40.7590799,-73.8296876,"$60,896 ",2275.5657773689054
H Mart Union,"29-02 Union Street, Flushing",40.7720996,-73.8269108,"$60,896 ",2275.5657773689054
Subzi Bazaar,"42-92 Main Street, Flushing",40.752754,-73.82726,"$60,896 ",2275.5657773689054
bp,"26-27 College Point Boulevard, Flushing",40.773587,-73.845807,"$60,896 ",2275.5657773689054
bp,"4904 College Point Boulevard, Flushing",40.75208889999999,-73.83262119999999,"$60,896 ",2275.5657773689054
GW Supermarket,"41-79 Main Street, Flushing",40.75590589999999,-73.82817949999999,"$60,896 ",2275.5657773689054
City Fresh Market,"122-17 20th Avenue, College Point",40.7818337,-73.8452769,"$60,896 ",2275.5657773689054
Gold City Supermarket,"46-31 Kissena Boulevard, Flushing",40.7502386,-73.8179222,"$60,896 ",2275.5657773689054
Chung Fat Supermarket,"41-82 Main Street, Flushing",40.7555865,-73.8286305,"$60,896 ",2275.5657773689054
ShopRite of 20th Ave.,"133-11 20th Avenue, College Point",40.78322000000001,-73.83510609999999,"$60,896 ",2275.5657773689054
New Age Market,"160-06 Northern Boulevard, Flushing",40.7626212,-73.8054181,"$60,896 ",2275.5657773689054
H Mart Northern 156,"156-40 Northern Boulevard, Flushing",40.7631143,-73.8090713,"$60,896 ",2275.5657773689054
bp,"218-01 Northern Boulevard, Bayside",40.76143099999999,-73.76336409999999,"$86,731 ",1071.1223551057958
Key Food Supermarkets Whitestone,"153-55 Cross Island Parkway, Whitestone",40.7883333,-73.8097222,"$57,007 ",2852.890995260663
Key Food Marketplace,"35-09 Francis Lewis Boulevard, Flushing",40.7642489,-73.78721999999999,"$86,731 ",1071.1223551057958
bp,"204-12 Northern Boulevard, Bayside",40.7576633,-73.77853879999999,"$86,731 ",1071.1223551057958
bp,"2916 Francis Lewis Boulevard, Flushing",40.7697353,-73.7928944,"$86,731 ",1071.1223551057958
Foodtown of Bayside,"47-33 Bell Boulevard, Bayside",40.7559637,-73.7668642,"$86,731 ",1071.1223551057958
Great Wall Supermarket,"144-50 Northern Boulevard, Flushing",40.76469999999999,-73.8215944,"$60,896 ",2275.5657773689054
Greek Food Emporium,"1252 150th Street, Whitestone",40.7893707,-73.81416209999999,"$57,007 ",2852.890995260663
Bayside Milk Farm,"35-15 Bell Boulevard, Bayside",40.7685474,-73.7731793,"$86,731 ",1071.1223551057958
Good Fortune Supermarket,"42-76 Main Street #2c, Flushing",40.7530045,-73.8275228,"$60,896 ",2275.5657773689054
Zhong US Supermarket Inc,"5911 Main Street, Flushing",40.7433982,-73.8253886,"$60,896 ",2275.5657773689054
National Supermarket Association,"30-50 Whitestone Expressway suite 301, College Point",40.7703521,-73.83663360000001,"$60,896 ",2275.5657773689054
Hua Lian Supermarket,"25-03 Parsons Boulevard, Flushing",40.7763889,-73.8236111,"$60,896 ",2275.5657773689054
North Shore Farms Whitestone,"153-01 10th Avenue, Whitestone",40.7944448,-73.80787529999999,"$57,007 ",2852.890995260663
Marino's Supermarket,"16307 29th Avenue, Flushing",40.77125350000001,-73.80128069999999,"$60,896 ",2275.5657773689054
Carmel Grocery,"64-27 108th Street, Forest Hills",40.732294,-73.84887810000001,"$88,917 ",1041.9227230910765
Key Food Supermarkets,"164-5 69th Avenue, Flushing",40.7333248,-73.8044724,"$74,493 ",1390.128794848206
A To Z Glatt Kosher Supermarket,"18605 Union Turnpike, Flushing",40.7289174,-73.7827028,"$74,493 ",1390.128794848206
Marino’s Supermarket,"46-07 Hollis Court Boulevard, Flushing",40.753146,-73.7920184,"$74,493 ",1390.128794848206
Hua Lian Supermarket,"193-01 Northern Boulevard, Flushing",40.7581723,-73.7879579,"$86,731 ",1071.1223551057958
Lidl,"Horace Harding Expressway #187-04, Fresh Meadows",40.7401498,-73.7873604,"$74,493 ",1390.128794848206
韩国超市,"46-40 Francis Lewis Boulevard, Flushing",40.7537844,-73.78132649999999,"$86,731 ",1071.1223551057958
Happy Fruits,"44-39 Kissena Boulevard, Flushing",40.7531589,-73.8215958,"$60,896 ",2275.5657773689054
FOOD BAZAAR,"242-02 61st Avenue, Douglaston",40.7547747,-73.73987170000001,"$86,731 ",1071.1223551057958
North Shore Farms,"90 Horace Harding Boulevard, Great Neck",40.7688061,-73.7218518,"$86,731 ",1071.1223551057958
bp,"77-40 Hewlett Street, Queens",40.752771,-73.702399,"$97,288 ",1734.9862005519778
H Mart Great Neck,"495 Great Neck Road, Great Neck",40.7749067,-73.7328251,"$86,731 ",1071.1223551057958
Amoco,"31 Northern Boulevard, Great Neck",40.7734044,-73.7334872,"$86,731 ",1071.1223551057958
New Mart / Fresh Korean produce and groceries,"221-16 Horace Harding Expressway, Oakland Gardens",40.7491042,-73.7557652,"$86,731 ",1071.1223551057958
Holiday Farms Supermarket,"61-46 Springfield Boulevard, Oakland Gardens",40.74786330000001,-73.7562418,"$86,731 ",1071.1223551057958
ampm,"218-01 Northern Boulevard, Bayside",40.7614022,-73.7637232,"$86,731 ",1071.1223551057958
New Nature Farm Supermarket Corp 家缘超市,"249-26 Horace Harding Expressway, Little Neck",40.760663,-73.730851,"$86,731 ",1071.1223551057958
The Food Emporium,"196-35 Horace Harding Expressway, Fresh Meadows",40.7445238,-73.7774998,"$74,493 ",1390.128794848206
Walfood Supermarket,"39-20 Bell Boulevard, Bayside",40.7647042,-73.7718975,"$86,731 ",1071.1223551057958
Little Neck Supermarket 好邻居超市,"254-27 Horace Harding Expressway, Little Neck",40.7650421,-73.72591369999999,"$86,731 ",1071.1223551057958
bp,"252-02 Union Turnpike, Queens",40.7437084,-73.7178993,"$97,288 ",1734.9862005519778
Lidl,"259-01 Union Turnpike, Glen Oaks",40.746768,-73.7133243,"$97,288 ",1734.9862005519778
FRESH MEADOWS FOOD MART,"6974 188th Street, Fresh Meadows",40.7333138,-73.7836677,"$74,493 ",1390.128794848206
Nba Glatt Market,"185-02 Union Turnpike, Flushing",40.72823799999999,-73.783198,"$74,493 ",1390.128794848206
Shop Delight,"4 Welwyn Road #6, Great Neck",40.7872028,-73.72374289999999,"$86,731 ",1071.1223551057958
Shop Fresh Supermarket领鲜超市,"2046 Lakeville Road, New Hyde Park",40.7521023,-73.7006628,"$97,288 ",1734.9862005519778
Shalom's Kingdom - Supermarket & Catering,"8002 Surrey Place, Flushing",40.72638389999999,-73.7890178,"$74,493 ",1390.128794848206
The q kosher Supermarket,"176-19 Union Turnpike, Fresh Meadows",40.725714,-73.7926916,"$74,493 ",1390.128794848206
H Mart Williston Park,"400 Hillside Avenue, Williston Park",40.7543614,-73.656333,"$97,288 ",1734.9862005519778
Maharaja Super Market,"1620 Hillside Avenue, New Hyde Park",40.7488092,-73.6832101,"$97,288 ",1734.9862005519778
King Kullen,"1430 Northern Boulevard, Manhasset",40.79153819999999,-73.6951121,"$86,731 ",1071.1223551057958
Portuguese Mini Market,"215 Mineola Boulevard, Mineola",40.7455576,-73.6425217,"$97,288 ",1734.9862005519778
King Kullen Bakery Dept,"1430 Northern Boulevard, Manhasset",40.7915021,-73.6950993,"$86,731 ",1071.1223551057958
bp,"1 Plandome Road, Manhasset",40.7930223,-73.69806009999999,"$86,731 ",1071.1223551057958
bp,"944 Willis Avenue, Albertson",40.7696503,-73.648134,"$97,288 ",1734.9862005519778
Mineola Food Market,"269 Willis Avenue, Mineola",40.748622,-73.64107299999999,"$97,288 ",1734.9862005519778
North Shore Farms,"330 East Jericho Turnpike, Mineola",40.7557753,-73.6238395,"$97,288 ",1734.9862005519778
Western Beef Supermarket,"192 Glen Cove Road, Carle Place",40.7462407,-73.6188409,"$97,288 ",1734.9862005519778
The Food Emporium,"1050 Willis Avenue, Albertson",40.77183100000001,-73.6480547,"$97,288 ",1734.9862005519778
Stop & Shop,"95 Old Country Road, Carle Place",40.7445102,-73.619822,"$97,288 ",1734.9862005519778
bp,"345 Old Country Road, Carle Place",40.74489089999999,-73.6067175,"$97,288 ",1734.9862005519778
Holiday Farms Supermarket,"374 Roslyn Road, Roslyn Heights",40.7833422,-73.638482,"$97,288 ",1734.9862005519778
bp,"91 Jericho Turnpike, Mineola",40.7497661,-73.6385921,"$97,288 ",1734.9862005519778
Alex Mini Market,"90 Jericho Turnpike, Mineola",40.7501363,-73.6393883,"$97,288 ",1734.9862005519778
Super FL Mart,"52 Jericho Turnpike, Mineola",40.751723,-73.636746,"$97,288 ",1734.9862005519778
ALDI,"221 Glen Cove Road, Carle Place",40.7481344,-73.61586009999999,"$97,288 ",1734.9862005519778
International Food Market,"212 Mineola Avenue Unit 1, Roslyn Heights",40.78598969999999,-73.6485217,"$97,288 ",1734.9862005519778
P & E Market,"853 Prospect Avenue, Westbury",40.7623676,-73.5683371,"$97,288 ",1734.9862005519778
Ideal Food Basket of Westbury,"735 Prospect Avenue, Westbury",40.7619513,-73.572031,"$97,288 ",1734.9862005519778
Fine Fare Supermarkets,"595 Old Country Road #4511, Westbury",40.75103349999999,-73.57592989999999,"$97,288 ",1734.9862005519778
Bravo Supermarkets,"306 Post Avenue, Westbury",40.7599785,-73.5876222,"$97,288 ",1734.9862005519778
Cremosa Market,"230 Post Avenue, Westbury",40.7570576,-73.5877818,"$97,288 ",1734.9862005519778
LA Frontera Mini Market,"427 Maple Avenue, Westbury",40.7564724,-73.5838456,"$97,288 ",1734.9862005519778
Whole Foods Market,"701 Bloomfield Avenue, Montclair",40.8184587,-74.2229766,"$72,727 ",1900.704347826087
Whole Foods Market,"235 Prospect Avenue, West Orange",40.8043382,-74.24890289999999,"$72,727 ",1900.704347826087
ShopRite of Nutley,"437 Franklin Avenue, Nutley",40.8218608,-74.15803509999999,"$84,978 ",3965.46255506608
ShopRite of Brookdale,"1409 Broad Street, Bloomfield",40.837682,-74.18383399999999,"$84,978 ",3965.46255506608
ShopRite of Essex Green,"1 Rooney Circle, West Orange",40.79507690000001,-74.25562219999999,"$72,727 ",1900.704347826087
SuperFresh Bloomfield,"19 Belleville Avenue, Bloomfield",40.7976087,-74.1798683,"$72,727 ",1900.704347826087
Kings Food Markets,"650 Valley Road, Upper Montclair",40.8435405,-74.20813439999999,"$84,978 ",3965.46255506608
ACME Markets,"510 Valley Road, Montclair",40.83720589999999,-74.2077637,"$84,978 ",3965.46255506608
