Name,Address,Latitude,Longitude
Value Zone Department Store,"575 Bloomfield Avenue, Bloomfield",40.79322499999999,-74.1972828
Walmart Supercenter,"150 Harrison Avenue, Kearny",40.7475887,-74.1375757
DII Deals & Discounts,"361 Central Avenue, Jersey City",40.747591,-74.04851250000002
Walmart Supercenter,"400 Park Place, Secaucus",40.79298029999999,-74.0423136
Shoppers World,"3127 John F. Kennedy Boulevard, North Bergen",40.77550859999999,-74.0364015
Kohl's,"3 Mill Creek Drive, Secaucus",40.7917366,-74.0520629
Marshalls & HomeGoods,"400 Mill Creek Drive, Secaucus",40.7923413,-74.04856529999999
T.J. Maxx,"21 Mill Creek Drive, Secaucus",40.793153,-74.0514962
Reiss Discount Center,"4811 Bergenline Avenue, Union City",40.7818279,-74.0218493
MANNY'S OUTLET CO.,"325 48th Street, Union City",40.7811584,-74.02098219999999
Telco Stores,"4912 Bergenline Avenue, West New York",40.7826053,-74.02078530000001
Target,"258 8th Avenue, New York",40.74551199999999,-73.997897
Target,"615 10th Avenue, New York",40.7613879,-73.994646
Burlington,"31 Mill Creek Drive, Secaucus",40.793661,-74.0514931
Macy's,"151 West 34th Street, New York",40.75083099999999,-73.9890961
T.J. Maxx,"250 West 57th Street, New York",40.7665182,-73.9827963
Bloomingdale's,"59th Street and, 1000 Third Avenue, Lexington Avenue, New York",40.762268,-73.967247
T.J. Maxx,"407 East 59th Street, New York",40.7595404,-73.961351
Saks Fifth Avenue Corporation Office,"117 West 57th Street, New York",40.7649042,-73.9779409
Isetan Co Ltd,"1411 Broadway # 2550, New York",40.7542068,-73.9875569
ZITOMER,"969 Madison Avenue, New York",40.77412899999999,-73.9635571
Sunglass Hut at Macy's,"160 West 35th Street, New York",40.7508414,-73.9892346
Nordstrom Rack,"865 6th Avenue, New York",40.7478391,-73.98951869999999
Target,"112 West 34th Street, New York",40.7501207,-73.9889452
Lot-Less,"206 West 40th Street, New York",40.7548644,-73.9887236
MUJI Fifth Avenue,"475 5th Avenue, New York",40.7524878,-73.9813489
Saks Fifth Avenue Windows,"611 5th Ave, New York, NY 10022, New York",40.7581047,-73.9769487
Marshalls,"2182 Broadway, New York",40.7828654,-73.9803113
Saks Fifth Avenue,"611 5th Avenue, New York",40.758138,-73.97725609999999
Body & Soul Cosmetics,"712 5th Avenue, New York",40.76228219999999,-73.9750365
West Central Park,"234 West 39th Street STE 900, New York",40.7545359,-73.9898699
Lot Stop Department,"450 7th Avenue, New York",40.75136090000001,-73.9905976
Woops! Macarons & Gifts (Macy's Holiday Square),"151 West 34th Street, New York",40.7508631,-73.98906339999999
R.H.Macy & Co,"131 West 35th Street, New York",40.7512559,-73.9886245
Target,"237 West 42nd Street, New York",40.7568781,-73.9884067
Mad Under,"7 East 44th Street, New York",40.75452919999999,-73.97902169999999
Nordstrom Men's Store,"235 West 57th Street, New York",40.7666966,-73.98210259999999
Nordstrom,"225 West 57th Street, New York",40.766245,-73.981246
Torque,"800 3rd Avenue Suite A #1007, New York",40.7556476,-73.9713866
Marshalls,"48-18 Northern Boulevard, Long Island City",40.7529144,-73.91444589999999
DII Deals & Discounts,"3611 Broadway, Long Island City",40.759964,-73.9208069
Costco Wholesale,"3250 Vernon Boulevard, Long Island City",40.7675325,-73.9391115
D II Store,"36 1 Broadway, Astoria",40.76012259999999,-73.9208517
American Outlet Center,"1950 3rd Avenue #107, New York",40.7923936,-73.94431550000002
Target,"25-01 Jackson Avenue, Long Island City",40.7472594,-73.9443527
TESO LIFE,"24-29 Jackson Avenue, Long Island City",40.7466484,-73.94455599999999
R P Veneamerica,"30-15 39th Avenue, Long Island City",40.7529445,-73.9330544
Saks OFF 5TH,"125 East 57th Street, New York",40.7613523,-73.9696701
Shinsegae Inc NY Office,"750 Lexington Avenue Fl 9, New York",40.7626903,-73.9682642
MUJI 59th Street,"127 East 59th Street, New York",40.7626915,-73.9686566
Target,"1201 3rd Avenue, New York",40.768116,-73.96144919999999
Local 3 United Store Workers,"31-21 31st Street 4th floor, Astoria",40.7637169,-73.9235592
Burlington,"34-54 48th Street, Long Island City",40.75240779999999,-73.9172324
Lot-Less,"4002 Broadway, Astoria",40.75864370000001,-73.91898379999999
Target,"150 East 86th Street, New York",40.7791136,-73.9550867
Target,"1863 Broadway, New York",40.7702294,-73.9824884
DII Deals & Discounts,"83-09 Roosevelt Avenue, Jackson Heights",40.747939,-73.8824717
Target,"40-25 82nd Street, Elmhurst",40.746944,-73.8836645
Lot-Less,"91-29 Roosevelt Avenue Inc, Jackson Heights",40.7485545,-73.87526079999999
Sama Department Store,"9108 Roosevelt Avenue, Jackson Heights",40.74845619999999,-73.8748963
